"otu.names" "fVals" "pVals" "estimates" "SE" "CIlower" "CIupper" "W_stat" "detected_0.95" "detected_0.9" "detected_0.8" "detected_0.7" "detected_0.6" "ASV" "Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species"
"1" "00d4306620fb956f4cb8ea6616da13a3" 0.014558571974218 0.904888826393981 -0.0957458398984562 0.793524836520857 -1.72685950166135 1.53536782186444 0 FALSE FALSE FALSE FALSE FALSE "X00d4306620fb956f4cb8ea6616da13a3" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiales Incertae Sedis" "uncultured" "Genus_uncultured"
"2" "02991c28233f32164d60d4a6ee2cd37d" 1.09751431143832 0.304453943102472 0.922792677329926 0.880844087458028 -0.887808275294569 2.73339362995442 0 FALSE FALSE FALSE FALSE FALSE "X02991c28233f32164d60d4a6ee2cd37d" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" "Family_Burkholderiaceae" "Family_Burkholderiaceae"
"3" "02b4cbe5c2955ab2f66dc82cdf6dad64" 3.11664443708117 0.0892399356579818 -1.31592841065179 0.745398705315705 -2.84811739295451 0.216260571650923 0 FALSE FALSE FALSE FALSE FALSE "X02b4cbe5c2955ab2f66dc82cdf6dad64" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" "Aquabacterium" "Genus_Aquabacterium"
"4" "04046dd6d82a6e86d22cf8d591fa8158" 1.47918646190978 0.234828645274587 1.68652916891289 1.38669961553958 -1.16387271338346 4.53693105120924 0 FALSE FALSE FALSE FALSE FALSE "X04046dd6d82a6e86d22cf8d591fa8158" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" "Family_Burkholderiaceae" "Family_Burkholderiaceae"
"5" "04750b35999a335ee206ca2372289b68" 0.559676957407269 0.461104361170616 -0.661261595612367 0.883902958053018 -2.47815014679386 1.15562695556913 0 FALSE FALSE FALSE FALSE FALSE "X04750b35999a335ee206ca2372289b68" "Bacteria" "Bacteroidetes" "Bacteroidia" "Sphingobacteriales" "ST-12K33" "uncultured bacterium" "uncultured bacterium"
"6" "04dc622eb17111b44416165ce9dd3d99" 0.489751840849434 0.490252738178405 0.600125697434488 0.857539601691869 -1.16257219864523 2.36282359351421 0 FALSE FALSE FALSE FALSE FALSE "X04dc622eb17111b44416165ce9dd3d99" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" "uncultured bacterium" "uncultured bacterium"
"7" "04ecfad5772d2e09a84a0f5ef460536c" 0.00678569052512667 0.934979181976835 -0.0669755624193058 0.813053913915602 -1.73823181767663 1.60428069283802 0 FALSE FALSE FALSE FALSE FALSE "X04ecfad5772d2e09a84a0f5ef460536c" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "Methylobacterium" "Genus_Methylobacterium"
"8" "06f311750a537fbc1fe2ca8225eacf23" 0.00118689000486344 0.972780433058242 -0.0249748378091927 0.724932282802832 -1.51509448613299 1.46514481051461 0 FALSE FALSE FALSE FALSE FALSE "X06f311750a537fbc1fe2ca8225eacf23" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" "uncultured verrucomicrobium DEV064" "uncultured verrucomicrobium DEV064"
"9" "072210f8b225539f1c1e294d7405faa8" 1.55589334667611 0.223386521631374 0.855488688528322 0.685842446220915 -0.55428064994961 2.26525802700625 0 FALSE FALSE FALSE FALSE FALSE "X072210f8b225539f1c1e294d7405faa8" "Bacteria" "Deinococcus-Thermus" "Deinococci" "Deinococcales" "Deinococcaceae" "Deinococcus" "Deinococcus sp. N3"
"10" "0aa9c9c8cb02df0fcbd4507e073e5aea" 0.236114505202931 0.631096805683048 0.385506351693511 0.793359824302482 -1.24526812259678 2.0162808259838 0 FALSE FALSE FALSE FALSE FALSE "X0aa9c9c8cb02df0fcbd4507e073e5aea" "Bacteria" "Actinobacteria" "Actinobacteria" "Propionibacteriales" "Nocardioidaceae" "Marmoricola" "uncultured bacterium"
"11" "0b60e65624fab50047f1eb1eb04002d1" 0.0439422129395552 0.835595061334978 0.17436789135022 0.831812712707628 -1.5354476270577 1.88418340975814 0 FALSE FALSE FALSE FALSE FALSE "X0b60e65624fab50047f1eb1eb04002d1" "Bacteria" "Bacteroidetes" "Bacteroidia" "Flavobacteriales" "NS9 marine group" "uncultured Bacteroidetes bacterium" "uncultured Bacteroidetes bacterium"
