"otu.names" "fVals" "pVals" "estimates" "SE" "CIlower" "CIupper" "W_stat" "detected_0.95" "detected_0.9" "detected_0.8" "detected_0.7" "detected_0.6" "ASV" "Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species"
"1" "02991c28233f32164d60d4a6ee2cd37d" 29.9053730170309 3.56758908860248e-06 -3.00736204581395 0.549934673013958 -4.1226812570847 -1.89204283454319 62 FALSE FALSE FALSE TRUE TRUE "X02991c28233f32164d60d4a6ee2cd37d" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" "Family_Burkholderiaceae" "Family_Burkholderiaceae"
"2" "02b4cbe5c2955ab2f66dc82cdf6dad64" 21.8068410517994 4.10250725690747e-05 -2.5941450330306 0.555517665210074 -3.72078707728182 -1.46750298877938 55 FALSE FALSE FALSE FALSE TRUE "X02b4cbe5c2955ab2f66dc82cdf6dad64" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" "Aquabacterium" "Genus_Aquabacterium"
"3" "04750b35999a335ee206ca2372289b68" 11.2479289855978 0.00188721423358818 -1.16487903014358 0.347331797918199 -1.86930056585124 -0.46045749443593 65 FALSE FALSE FALSE TRUE TRUE "X04750b35999a335ee206ca2372289b68" "Bacteria" "Bacteroidetes" "Bacteroidia" "Sphingobacteriales" "ST-12K33" "uncultured bacterium" "uncultured bacterium"
"4" "0d2ad6c8a4b9eddb8383d3b1fdd247f4" 14.5248180591743 0.000521116577853938 -2.29299905051172 0.601656377274659 -3.51321473991408 -1.07278336110935 53 FALSE FALSE FALSE FALSE TRUE "X0d2ad6c8a4b9eddb8383d3b1fdd247f4" "Bacteria" "Bacteroidetes" "Bacteroidia" "Flavobacteriales" "Flavobacteriaceae" "Flavobacterium" "Genus_Flavobacterium"
"5" "0e10a3ac8134ede364b62579e5bfae51" 29.65476875687 3.82873159599994e-06 -2.99673333289232 0.550301666056417 -4.11279684055089 -1.88066982523375 59 FALSE FALSE FALSE TRUE TRUE "X0e10a3ac8134ede364b62579e5bfae51" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" "Comamonas" "Genus_Comamonas"
"6" "10b890326e2b0b15509aefb95d0d6b79" 15.1930543072536 0.00040577547039932 3.30107570436196 0.846901572233431 1.58347970629442 5.01867170242949 43 FALSE FALSE FALSE FALSE FALSE "X10b890326e2b0b15509aefb95d0d6b79" "Bacteria" "Bacteroidetes" "Bacteroidia" "Sphingobacteriales" "Sphingobacteriaceae" "Sphingobacterium" "Genus_Sphingobacterium"
"7" "12322f15c5dcca422f121c2e90eb3566" 7.37572420227571 0.0100917581264372 2.69936760784095 0.993938921990305 0.683566042811437 4.71516917287046 39 FALSE FALSE FALSE FALSE FALSE "X12322f15c5dcca422f121c2e90eb3566" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "Brevundimonas" "Brevundimonas diminuta"
"8" "1a59d915451a33deeeedc22c0f710c24" 7.70924076132104 0.00866457419362939 2.0959880735698 0.754888835937174 0.5650025539985 3.6269735931411 39 FALSE FALSE FALSE FALSE FALSE "X1a59d915451a33deeeedc22c0f710c24" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "Brevundimonas" "Genus_Brevundimonas"
"9" "1c2b8892a0d7f828d72808cd01cfd199" 1.38731347320598 0.246587188924073 -0.596194056914733 0.506174590850908 -1.62276370806819 0.430375594238728 56 FALSE FALSE FALSE FALSE TRUE "X1c2b8892a0d7f828d72808cd01cfd199" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Devosiaceae" "Devosia" "Genus_Devosia"
"10" "1ddc8a4694ed56884c16d791174a6390" 11.2875000161368 0.00185690947803295 1.80899149501572 0.538440406004452 0.716983737712616 2.90099925231883 39 FALSE FALSE FALSE FALSE FALSE "X1ddc8a4694ed56884c16d791174a6390" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" "Ensifer" "Genus_Ensifer"
