"otu.names" "fVals" "pVals" "estimates" "SE" "CIlower" "CIupper" "W_stat" "detected_0.95" "detected_0.9" "detected_0.8" "detected_0.7" "detected_0.6" "ASV" "Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species" "St"
"1" "04046dd6d82a6e86d22cf8d591fa8158" 232.288217409228 8.74448099965526e-15 5.12104541846588 0.336004456060695 4.43162122184719 5.81046961508457 87 FALSE TRUE TRUE TRUE TRUE "X04046dd6d82a6e86d22cf8d591fa8158" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" "Family_Burkholderiaceae" "Family_Burkholderiaceae" "day30_0"
"2" "0aa9c9c8cb02df0fcbd4507e073e5aea" 13.418296305579 0.00107136974376127 1.73918783052203 0.474785884710596 0.765007663478736 2.71336799756532 60 FALSE FALSE FALSE FALSE TRUE "X0aa9c9c8cb02df0fcbd4507e073e5aea" "Bacteria" "Actinobacteria" "Actinobacteria" "Propionibacteriales" "Nocardioidaceae" "Marmoricola" "uncultured bacterium" "day30_0"
"3" "10b890326e2b0b15509aefb95d0d6b79" 134.370416126929 5.45536036425856e-12 -8.22900152659775 0.709896952545391 -9.68558975738673 -6.77241329580876 88 FALSE TRUE TRUE TRUE TRUE "X10b890326e2b0b15509aefb95d0d6b79" "Bacteria" "Bacteroidetes" "Bacteroidia" "Sphingobacteriales" "Sphingobacteriaceae" "Sphingobacterium" "Genus_Sphingobacterium" "day30_0"
"4" "12322f15c5dcca422f121c2e90eb3566" 44.2154591676888 3.89636465721279e-07 -6.01872542534559 0.905143551074037 -7.87592658523463 -4.16152426545655 69 FALSE FALSE FALSE TRUE TRUE "X12322f15c5dcca422f121c2e90eb3566" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "Brevundimonas" "Brevundimonas diminuta" "day30_0"
"5" "18398b81d9ee9682a02741fc86dc7e8a" 3.90020662972208 0.0585872324070929 0.933594865508954 0.472731613641465 -0.0363702854655725 1.90356001648348 72 FALSE FALSE FALSE TRUE TRUE "X18398b81d9ee9682a02741fc86dc7e8a" "Bacteria" "Bacteroidetes" "Bacteroidia" "Cytophagales" "Microscillaceae" "uncultured" "uncultured bacterium" "day30_0"
"6" "1c2b8892a0d7f828d72808cd01cfd199" 5.44197172003563 0.0273576668056612 -1.34608999491294 0.57702676222626 -2.5300511144746 -0.162128875351291 92 TRUE TRUE TRUE TRUE TRUE "X1c2b8892a0d7f828d72808cd01cfd199" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Devosiaceae" "Devosia" "Genus_Devosia" "day30_0"
"7" "1d1d68c0261030f6885f385754f10174" 32.2771843878607 4.91904053330061e-06 2.13192860683128 0.375253572497437 1.36197187536279 2.90188533829977 61 FALSE FALSE FALSE FALSE TRUE "X1d1d68c0261030f6885f385754f10174" "Bacteria" "Bacteroidetes" "Bacteroidia" "Flavobacteriales" "Flavobacteriaceae" "Flavobacterium" "Genus_Flavobacterium" "day30_0"
"8" "1ddc8a4694ed56884c16d791174a6390" 102.213552104652 1.12205396545509e-10 -5.50090301268694 0.544101279727825 -6.61730662248847 -4.38449940288541 66 FALSE FALSE FALSE FALSE TRUE "X1ddc8a4694ed56884c16d791174a6390" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" "Ensifer" "Genus_Ensifer" "day30_0"
"9" "1fd6bc25da83cd0fb75d720b1011c0ba" 15.8639357834342 0.000462972728474866 -3.88281630875499 0.974858030305187 -5.88305976457104 -1.88257285293894 67 FALSE FALSE FALSE FALSE TRUE "X1fd6bc25da83cd0fb75d720b1011c0ba" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "Pseudomonadaceae" "Pseudomonas" "Pseudomonas otitidis" "day30_0"
"10" "20b2a1cd685acf58314fb59252a14448" 50.5444326263954 1.20772991462363e-07 2.73322734687339 0.384449317643288 1.94440250489287 3.52205218885391 71 FALSE FALSE FALSE TRUE TRUE "X20b2a1cd685acf58314fb59252a14448" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Novosphingobium" "Genus_Novosphingobium" "day30_0"
"11" "20b3df08cd5fac2be26a2928155bab69" 31.7356545697003 5.58701497613271e-06 -5.65101936772725 1.00312040698792 -7.70925243048919 -3.59278630496531 65 FALSE FALSE FALSE FALSE TRUE "X20b3df08cd5fac2be26a2928155bab69" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" "Achromobacter" "Genus_Achromobacter" "day30_0"
"12" "20dcf3ba9273c8f7554908a849a903fe" 326.614938179489 1.30768416828148e-16 4.68829539110269 0.259416111435918 4.15601749719182 5.22057328501355 89 FALSE TRUE TRUE TRUE TRUE "X20dcf3ba9273c8f7554908a849a903fe" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" "Comamonas" "Genus_Comamonas" "day30_0"
"13" "225671ed33a06c9e372cb09428c37ff1" 15.1278600058057 0.000592486861229161 1.60549439222658 0.412781328585489 0.758537065601601 2.45245171885156 62 FALSE FALSE FALSE FALSE TRUE "X225671ed33a06c9e372cb09428c37ff1" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Intrasporangiaceae" "Family_Intrasporangiaceae" "Family_Intrasporangiaceae" "day30_0"
"14" "2404a99f94ffdbbdb5cbb609aec724ed" 43.8854267133848 4.15383099629781e-07 2.75995696557886 0.416621950340844 1.90511933403398 3.61479459712373 71 FALSE FALSE FALSE TRUE TRUE "X2404a99f94ffdbbdb5cbb609aec724ed" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Devosiaceae" "Family_Devosiaceae" "Family_Devosiaceae" "day30_0"
"15" "24051ef88d0304b64d9d8f9b863126e6" 39.7321652760024 9.55090313977093e-07 -3.97830760678365 0.631142235111789 -5.27330450502559 -2.68331070854171 74 FALSE FALSE FALSE TRUE TRUE "X24051ef88d0304b64d9d8f9b863126e6" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" "Shinella" "Ambiguous_taxa" "day30_0"
"16" "2692b51dc69b7a25255e60c4e6b8d269" 222.7431516636 1.45389067135309e-14 4.15745352057988 0.278564149081066 3.58588709869799 4.72901994246178 86 FALSE FALSE TRUE TRUE TRUE "X2692b51dc69b7a25255e60c4e6b8d269" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" "AAP99" "Genus_AAP99" "day30_0"
