"otu.names" "fVals" "pVals" "estimates" "SE" "CIlower" "CIupper" "W_stat" "detected_0.95" "detected_0.9" "detected_0.8" "detected_0.7" "detected_0.6" "ASV" "Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species" "St"
"1" "00d4306620fb956f4cb8ea6616da13a3" 1.74698420978259 0.199836609482122 -1.13552254330084 0.859114938659057 -2.91721787681988 0.646172790218196 0 FALSE FALSE FALSE FALSE FALSE "X00d4306620fb956f4cb8ea6616da13a3" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiales Incertae Sedis" "uncultured" "Genus_uncultured" "day15_20"
"2" "02991c28233f32164d60d4a6ee2cd37d" 1.12511708916054 0.30032592701815 1.01451059427796 0.956439989580849 -0.96902454118017 2.99804572973609 0 FALSE FALSE FALSE FALSE FALSE "X02991c28233f32164d60d4a6ee2cd37d" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" "Family_Burkholderiaceae" "Family_Burkholderiaceae" "day15_20"
"3" "02b4cbe5c2955ab2f66dc82cdf6dad64" 1.83885118904642 0.188841901381601 1.00313421102619 0.739751321121754 -0.531016130794636 2.53728455284702 0 FALSE FALSE FALSE FALSE FALSE "X02b4cbe5c2955ab2f66dc82cdf6dad64" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" "Aquabacterium" "Genus_Aquabacterium" "day15_20"
"4" "04046dd6d82a6e86d22cf8d591fa8158" 3.21264472692038 0.0868353851701044 1.99833607168459 1.11490323894819 -0.313831728889022 4.3105038722582 0 FALSE FALSE FALSE FALSE FALSE "X04046dd6d82a6e86d22cf8d591fa8158" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" "Family_Burkholderiaceae" "Family_Burkholderiaceae" "day15_20"
"5" "04750b35999a335ee206ca2372289b68" 1.52190755337851 0.230349065571409 1.11439877083117 0.903330113486054 -0.758993222954245 2.98779076461659 0 FALSE FALSE FALSE FALSE FALSE "X04750b35999a335ee206ca2372289b68" "Bacteria" "Bacteroidetes" "Bacteroidia" "Sphingobacteriales" "ST-12K33" "uncultured bacterium" "uncultured bacterium" "day15_20"
"6" "04ecfad5772d2e09a84a0f5ef460536c" 1.32065829439482 0.262814916590982 1.00350295338457 0.873219495770002 -0.807443441261573 2.81444934803071 0 FALSE FALSE FALSE FALSE FALSE "X04ecfad5772d2e09a84a0f5ef460536c" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "Methylobacterium" "Genus_Methylobacterium" "day15_20"
"7" "06f311750a537fbc1fe2ca8225eacf23" 0.991044737998971 0.33031137504531 0.82841303170424 0.832147460469586 -0.897355175088363 2.55418123849684 0 FALSE FALSE FALSE FALSE FALSE "X06f311750a537fbc1fe2ca8225eacf23" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" "uncultured verrucomicrobium DEV064" "uncultured verrucomicrobium DEV064" "day15_20"
"8" "072210f8b225539f1c1e294d7405faa8" 0.462123272206178 0.503724273406471 -0.575043225763579 0.845904960515932 -2.32934274138399 1.17925628985683 0 FALSE FALSE FALSE FALSE FALSE "X072210f8b225539f1c1e294d7405faa8" "Bacteria" "Deinococcus-Thermus" "Deinococci" "Deinococcales" "Deinococcaceae" "Deinococcus" "Deinococcus sp. N3" "day15_20"
"9" "0aa9c9c8cb02df0fcbd4507e073e5aea" 0.0830034561958039 0.775964513003069 0.279728875834161 0.970932887527051 -1.73386269035048 2.2933204420188 0 FALSE FALSE FALSE FALSE FALSE "X0aa9c9c8cb02df0fcbd4507e073e5aea" "Bacteria" "Actinobacteria" "Actinobacteria" "Propionibacteriales" "Nocardioidaceae" "Marmoricola" "uncultured bacterium" "day15_20"
"10" "0d2ad6c8a4b9eddb8383d3b1fdd247f4" 4.64282740679322 0.0423940225307246 -1.82053438719711 0.84490448758742 -3.57275904895591 -0.0683097254383103 0 FALSE FALSE FALSE FALSE FALSE "X0d2ad6c8a4b9eddb8383d3b1fdd247f4" "Bacteria" "Bacteroidetes" "Bacteroidia" "Flavobacteriales" "Flavobacteriaceae" "Flavobacterium" "Genus_Flavobacterium" "day15_20"
"11" "0d989d155d117292c5198a2ac218a97f" 2.82701731319622 0.106833687195281 -1.52485246738108 0.906908751397036 -3.40566610194986 0.355961167187706 0 FALSE FALSE FALSE FALSE FALSE "X0d989d155d117292c5198a2ac218a97f" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadaceae" "Luteimonas" "Genus_Luteimonas" "day15_20"
"12" "0e4226c72cd555964aff18d8a953ed74" 2.38490546277486 0.136776203232147 -1.21403272534528 0.786130795623341 -2.84436821023849 0.416302759547931 1 FALSE FALSE FALSE FALSE FALSE "X0e4226c72cd555964aff18d8a953ed74" "Bacteria" "Bacteroidetes" "Bacteroidia" "Sphingobacteriales" "AKYH767" "Family_AKYH767" "Family_AKYH767" "day15_20"
"13" "0e47b1c8584c7a957e4ec39127224c0f" 0.000352590786777885 0.985187942424971 0.018097861131725 0.963810762265161 -1.98072332128604 2.01691904354949 0 FALSE FALSE FALSE FALSE FALSE "X0e47b1c8584c7a957e4ec39127224c0f" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Novosphingobium" "Genus_Novosphingobium" "day15_20"
"14" "11d87ac25ec8431c1979f2151c92503d" 0.00019837766953387 0.988889388228301 -0.0152604078964737 1.08347713341266 -2.26225445457084 2.2317336387779 0 FALSE FALSE FALSE FALSE FALSE "X11d87ac25ec8431c1979f2151c92503d" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Marinilabiliaceae" "Carboxylicivirga" "Genus_Carboxylicivirga" "day15_20"
"15" "1522964ac2df50a3159a5ced2d2ae85e" 1.20995137327142 0.283232934025207 0.827931869314691 0.752680460020035 -0.733031865458473 2.38889560408786 0 FALSE FALSE FALSE FALSE FALSE "X1522964ac2df50a3159a5ced2d2ae85e" "Bacteria" "Bacteroidetes" "Bacteroidia" "Chitinophagales" "Saprospiraceae" "uncultured" "uncultured bacterium" "day15_20"
