"otu.names" "fVals" "pVals" "estimates" "SE" "CIlower" "CIupper" "W_stat" "detected_0.95" "detected_0.9" "detected_0.8" "detected_0.7" "detected_0.6" "ASV" "Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species" "St"
"1" "00d4306620fb956f4cb8ea6616da13a3" 0.0931289847879583 0.763389613501395 0.206148949981789 0.675520748326132 -1.20296263889621 1.61526053885979 1 FALSE FALSE FALSE FALSE FALSE "X00d4306620fb956f4cb8ea6616da13a3" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiales Incertae Sedis" "uncultured" "Genus_uncultured" "day25_30"
"2" "02991c28233f32164d60d4a6ee2cd37d" 4.23786601516736 0.0527964231936958 -2.21608646791957 1.07649766184693 -4.46162124159943 0.0294483057602855 0 FALSE FALSE FALSE FALSE FALSE "X02991c28233f32164d60d4a6ee2cd37d" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" "Family_Burkholderiaceae" "Family_Burkholderiaceae" "day25_30"
"3" "04046dd6d82a6e86d22cf8d591fa8158" 16.8768757458523 0.000546314633238644 -1.91636156448822 0.466478278154358 -2.88941820166172 -0.943304927314706 79 FALSE FALSE FALSE FALSE FALSE "X04046dd6d82a6e86d22cf8d591fa8158" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" "Family_Burkholderiaceae" "Family_Burkholderiaceae" "day25_30"
"4" "04ecfad5772d2e09a84a0f5ef460536c" 0.000822170078059371 0.977409180405799 -0.0257488256489344 0.898000530043577 -1.89894510694521 1.84744745564734 5 FALSE FALSE FALSE FALSE FALSE "X04ecfad5772d2e09a84a0f5ef460536c" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "Methylobacterium" "Genus_Methylobacterium" "day25_30"
"5" "06f311750a537fbc1fe2ca8225eacf23" 0.181084913798162 0.674986554061076 -0.312208019277194 0.733673645043084 -1.84262442505938 1.21820838650499 1 FALSE FALSE FALSE FALSE FALSE "X06f311750a537fbc1fe2ca8225eacf23" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" "uncultured verrucomicrobium DEV064" "uncultured verrucomicrobium DEV064" "day25_30"
"6" "072210f8b225539f1c1e294d7405faa8" 0.621770774905075 0.439637250786008 -0.665290063661436 0.843715222146466 -2.42524917696076 1.09466904963789 3 FALSE FALSE FALSE FALSE FALSE "X072210f8b225539f1c1e294d7405faa8" "Bacteria" "Deinococcus-Thermus" "Deinococci" "Deinococcales" "Deinococcaceae" "Deinococcus" "Deinococcus sp. N3" "day25_30"
"7" "082cfbabad5293e807fc7d8dab68e476" 2.56767880665205 0.124744536382331 -1.45285327497833 0.906674514578878 -3.34414317095739 0.438436621000731 0 FALSE FALSE FALSE FALSE FALSE "X082cfbabad5293e807fc7d8dab68e476" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "Moraxellaceae" "uncultured" "metagenome" "day25_30"
"8" "0aa9c9c8cb02df0fcbd4507e073e5aea" 0.4476943033922 0.511082447617592 0.568431600973129 0.849547037198755 -1.20369246535649 2.34055566730275 2 FALSE FALSE FALSE FALSE FALSE "X0aa9c9c8cb02df0fcbd4507e073e5aea" "Bacteria" "Actinobacteria" "Actinobacteria" "Propionibacteriales" "Nocardioidaceae" "Marmoricola" "uncultured bacterium" "day25_30"
"9" "0d2ad6c8a4b9eddb8383d3b1fdd247f4" 3.71000436720568 0.0684207162990052 -1.81049715393329 0.939962734514454 -3.77122505992251 0.150230752055931 0 FALSE FALSE FALSE FALSE FALSE "X0d2ad6c8a4b9eddb8383d3b1fdd247f4" "Bacteria" "Bacteroidetes" "Bacteroidia" "Flavobacteriales" "Flavobacteriaceae" "Flavobacterium" "Genus_Flavobacterium" "day25_30"
"10" "0dce88046f316d774c549fcde6cab52d" 0.394122974526729 0.537243045512318 0.604953950798125 0.963621411581556 -1.40512509076374 2.61503299235999 2 FALSE FALSE FALSE FALSE FALSE "X0dce88046f316d774c549fcde6cab52d" "Bacteria" "Bacteroidetes" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "Ferruginibacter" "Genus_Ferruginibacter" "day25_30"
